Lemma;Categoria;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
rocca;civil (place);12;1;28;4;2;0;32;1;34;7;0;28;1;6;12;3;0;0;0;8;1;0;0;17;10;33;5;5;0;9;11;16;13;13;27;6;6;5;5;1;12;4;3;7;1;13;4;1;4;40;0;4;1;3;0;5;13;3;3;5;0;3;0;1;1;2;0;14;8;4;18;3;1;0;4;5;1;4;3;7;2;42;0;3;7;1;3;1;6;3;0;0;8;2;0;2;8;39;2;3;0;699
romitorio;religious (place);6;0;4;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;0;5;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;3;18;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;73
rosticceria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5
rudere;civil (place);0;0;0;0;1;0;2;0;1;0;0;0;1;0;0;1;0;1;0;0;0;3;1;1;0;1;1;0;4;0;0;0;3;1;3;6;6;2;1;0;3;0;2;0;0;3;0;0;1;13;0;4;0;0;0;5;1;3;2;1;1;0;0;1;1;2;0;1;0;2;1;3;4;2;1;1;2;1;8;1;1;2;2;1;7;0;2;1;5;0;0;0;0;0;0;3;0;0;0;1;0;135
rustico;rural (place);5;0;4;1;0;0;1;0;4;3;0;8;7;1;1;0;0;0;0;0;0;1;0;0;1;7;0;1;4;0;0;0;3;0;2;4;3;2;1;0;2;1;9;1;1;6;0;1;2;3;0;2;1;9;2;6;1;0;13;1;6;4;3;1;9;2;2;0;1;4;0;1;3;1;3;1;19;2;1;3;2;3;0;2;2;0;1;4;1;6;0;4;1;0;0;1;6;5;1;1;4;235
sacello;religious (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
sacrario;religious (place);1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;2;0;0;1;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;2;0;1;2;0;1;2;1;1;2;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;1;0;60
sagrato;religious (place);0;0;0;3;9;1;0;0;7;2;0;1;8;2;2;0;0;0;0;0;0;0;1;1;0;4;0;7;0;0;0;6;1;0;2;2;0;0;0;0;2;1;0;0;2;11;3;0;0;1;1;10;1;3;0;2;2;1;1;1;0;3;0;0;1;28;3;0;0;1;2;0;0;0;0;0;1;1;0;1;4;0;0;0;1;0;2;4;0;2;0;1;1;0;0;0;2;3;0;0;0;162
sagrestia;religious (place);1;0;0;10;2;0;1;1;2;2;0;11;1;0;0;1;0;0;0;1;8;5;0;4;4;15;2;2;5;0;12;4;10;1;12;9;1;0;2;6;3;1;0;0;0;6;0;0;1;4;2;8;6;11;1;0;3;2;5;3;0;7;2;1;0;1;0;0;1;0;2;2;0;3;0;4;0;0;0;4;0;2;1;1;6;8;0;0;1;0;7;1;2;25;0;1;0;5;1;1;0;280
sala_concerti;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
salumeria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
sanatorio;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;1;0;0;0;0;0;1;0;0;1;14
sancta_sanctorum;religious (place);0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;1;1;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;1;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;21
santabarbara;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
santuario;religious (place);0;2;0;2;0;0;3;5;2;4;0;0;7;3;2;1;4;5;7;3;1;6;2;3;6;22;24;7;10;1;1;6;10;2;19;2;11;4;3;5;5;4;18;10;3;7;13;3;4;15;3;3;1;12;6;21;4;2;14;14;5;2;4;3;4;5;0;1;0;12;12;2;11;1;5;0;4;5;5;0;1;3;0;4;14;1;2;5;2;4;3;1;5;1;1;1;1;5;0;0;0;492
sartoria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;2;1;0;3;1;1;0;2;2;27
scuola;educational (place);8;0;21;22;16;0;14;19;18;21;0;9;21;18;14;29;2;12;26;52;30;10;3;72;28;55;11;32;48;30;17;21;27;8;130;27;22;69;12;27;25;70;45;82;18;79;32;38;19;81;22;26;48;105;14;27;240;93;39;52;11;39;93;34;18;100;35;63;8;17;22;10;57;41;17;18;47;44;13;10;31;74;70;80;21;12;40;32;36;40;13;90;43;64;28;22;22;21;34;25;22;3673
segheria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;6
seminario;religious (place);0;0;1;0;0;1;0;0;0;0;0;0;2;3;0;0;0;0;0;1;5;0;2;9;6;5;0;1;0;0;1;2;2;3;1;6;1;4;3;0;7;2;0;0;1;2;0;7;2;0;1;19;1;17;1;1;2;2;4;7;1;1;10;1;0;1;3;0;0;1;0;0;0;7;0;1;0;0;1;49;1;0;0;2;0;3;0;3;1;3;3;0;4;2;0;0;0;4;2;0;6;245
sepolcreto;religious (place);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;9;4;0;1;1;1;2;1;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;1;1;2;0;0;0;2;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;43
sepolcro;religious (place);11;3;39;16;9;1;8;20;23;26;1;45;4;8;16;10;9;25;5;17;5;8;7;12;10;15;4;19;26;19;22;24;37;21;22;18;14;11;5;15;14;7;13;6;5;20;39;4;6;0;1;7;1;7;4;12;15;6;5;17;5;12;4;10;3;18;6;13;2;3;17;6;1;2;5;2;12;1;32;2;1;14;6;4;10;1;14;2;3;10;5;12;4;9;0;3;1;4;0;1;0;1059
seteria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
setificio;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4
silo;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;8
sinagoga;religious (place);0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;11;0;0;0;0;0;0;0;0;0;0;0;28
soffitta;civil (place);0;0;0;3;1;0;1;0;5;8;1;1;4;8;3;0;0;2;0;3;13;5;1;2;0;2;4;7;1;3;2;2;3;4;4;4;9;2;11;2;1;5;3;0;5;4;0;6;1;0;1;9;2;12;22;4;7;5;3;10;6;0;2;2;1;5;1;0;0;0;0;53;19;46;1;0;2;2;10;5;4;3;5;1;1;0;1;2;0;1;2;9;24;2;30;12;2;2;0;6;11;494
stabilimento;industrial (place);2;0;5;0;0;0;0;0;0;3;0;3;3;3;0;1;6;2;7;2;0;2;1;3;0;15;2;2;3;0;5;2;1;3;7;2;1;17;0;11;7;20;21;4;23;3;0;15;4;1;0;4;2;2;11;27;1;7;5;17;0;9;18;10;2;3;4;1;2;1;2;3;0;8;2;2;1;12;9;3;3;4;14;15;5;2;3;1;5;1;2;0;0;2;25;1;2;0;1;3;23;492
stadio;public (place);0;0;0;8;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;2;0;8;0;1;0;3;2;2;2;1;1;0;1;1;1;0;4;3;0;11;2;0;1;0;2;0;1;6;2;1;1;0;0;2;0;2;0;0;0;3;0;0;0;11;0;0;0;0;2;1;1;0;5;2;1;1;8;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;29;0;143
stalla;rural (place);8;4;2;18;13;3;2;8;11;4;0;2;10;4;4;0;0;2;0;3;2;3;2;3;9;27;6;24;8;0;2;42;5;0;8;4;6;14;3;4;5;8;5;1;6;28;4;9;7;24;10;31;15;10;6;36;50;6;26;12;7;13;0;9;4;12;1;10;3;7;31;7;2;4;4;16;26;2;10;1;4;15;7;6;1;11;2;4;4;15;0;21;2;21;0;11;23;17;2;5;7;916
stamberga;civil (place);1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;4;0;0;0;1;1;1;1;2;0;1;0;3;1;2;0;1;1;1;0;0;1;0;1;0;0;1;0;2;2;3;1;0;1;3;6;1;1;0;1;1;3;1;0;0;0;0;0;1;2;0;5;0;0;1;2;9;0;0;0;80
stamperia;industrial (place);0;0;0;0;1;0;1;1;0;4;0;4;0;0;0;0;0;0;2;0;0;2;2;0;0;0;0;3;0;1;1;1;0;0;2;0;1;2;1;1;0;5;0;0;0;0;0;2;0;0;1;4;3;0;0;3;0;14;0;0;2;1;2;0;1;1;0;0;2;0;0;0;1;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;83
stazione;public (place);0;0;3;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;1;0;0;1;2;0;14;80;2;2;0;16;3;4;5;0;0;2;4;6;9;7;24;33;4;6;14;6;30;10;17;5;13;29;16;28;38;23;9;26;45;18;67;12;30;12;50;32;16;18;63;24;49;16;32;25;24;27;22;34;25;25;27;37;65;17;30;9;24;29;10;40;30;23;24;5;28;41;38;10;74;35;1759
studentato;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
studio_fotografico;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
studio_legale;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;8;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
tabaccheria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
tabernacolo;religious (place);0;1;0;11;0;0;0;0;0;1;0;6;1;2;0;0;0;0;0;0;1;1;0;1;2;8;0;1;2;0;8;0;0;1;0;1;2;1;0;3;7;2;0;1;0;3;0;2;2;2;0;5;2;3;7;5;3;0;1;0;4;2;2;1;0;2;0;1;1;2;0;5;0;2;0;0;2;1;2;2;0;3;0;2;1;0;1;0;2;3;1;3;1;0;0;2;1;0;0;0;2;150
teatro;public (place);6;0;16;13;4;3;58;11;13;27;0;8;14;5;32;4;5;15;13;12;6;20;11;10;12;64;79;42;32;13;10;10;22;9;17;96;44;18;17;20;13;35;35;39;57;28;45;75;27;31;59;65;13;45;46;27;55;73;33;77;21;71;50;54;18;19;34;65;37;64;110;30;31;30;24;8;23;41;39;16;16;32;68;33;79;17;36;24;45;14;17;17;19;14;10;7;30;41;6;40;26;3065
tempio;religious (place);22;14;24;19;8;0;44;38;54;43;10;60;13;19;8;12;4;41;7;4;6;5;11;2;23;96;14;39;18;31;16;17;25;15;48;42;65;18;15;10;28;7;16;70;19;12;3;9;6;60;2;14;3;11;14;18;12;17;6;31;20;9;8;13;2;14;17;45;10;25;45;13;7;6;9;8;10;6;23;10;14;7;3;9;58;0;11;19;33;14;4;8;13;4;2;10;4;2;3;6;3;1845
terme;public (place);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;12;0;6;0;0;0;0;0;0;2;4;2;0;0;14;0;0;0;0;2;6;4;0;0;2;20;0;0;0;0;0;0;0;0;0;6;0;0;0;2;8;4;0;0;2;2;0;0;2;0;4;0;0;0;2;2;8;2;0;0;4;6;0;0;4;0;2;8;0;6;0;4;0;0;0;0;0;2;0;0;0;2;0;0;0;2;160
tessitoria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
tintoria;commercial (place);0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;13
tipografia;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;3;3;0;0;0;1;1;3;0;0;0;0;0;3;1;0;0;1;0;1;0;1;0;48;0;4;0;11;7;6;0;0;0;0;4;0;0;1;3;14;7;0;0;1;0;0;0;1;1;2;1;1;4;0;0;0;0;2;0;2;1;0;0;0;0;0;0;145
topaia;civil (place);0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;25
torre;civil (place);66;14;44;63;50;4;48;18;129;21;4;97;20;29;17;8;4;23;1;3;6;13;11;21;25;96;23;58;23;15;27;25;38;45;49;36;46;20;7;21;65;7;49;41;3;53;35;19;13;14;19;46;10;14;85;40;13;5;7;70;9;4;7;34;3;5;10;2;23;44;28;45;5;19;19;14;77;20;25;29;10;97;8;22;55;0;40;29;36;11;7;18;15;42;36;25;8;8;1;21;7;2794
trattoria;commercial (place);0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;4;5;0;2;0;1;5;1;4;1;1;10;4;35;3;0;3;4;5;1;0;5;4;1;0;9;1;10;5;3;2;1;6;9;1;7;0;2;7;0;4;3;4;3;0;48;5;10;10;1;1;5;10;7;1;19;6;315
tribunale;public (place);9;1;2;6;1;1;5;14;20;6;1;32;24;12;5;4;13;17;35;3;9;7;3;36;15;72;12;29;11;6;24;16;14;20;31;42;28;8;2;31;5;11;8;3;4;6;5;11;2;7;10;11;5;26;24;6;12;13;10;7;1;13;20;24;5;2;3;10;4;14;8;9;6;4;2;5;14;5;6;20;3;5;10;18;2;1;4;1;0;6;5;7;8;22;1;4;8;11;2;7;2;1115
trincea;military (place);1;0;0;1;0;0;1;0;2;4;0;0;1;0;1;0;0;0;1;1;3;0;0;0;1;3;0;2;0;0;0;0;1;7;3;0;4;3;0;3;0;1;0;0;5;0;0;0;0;0;0;3;0;1;0;0;1;0;0;0;0;0;0;1;0;0;6;0;7;5;0;0;0;1;2;0;3;0;1;0;1;0;0;0;2;1;22;5;21;0;3;16;7;3;11;15;0;1;2;1;31;222
trullo;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
tugurio;civil (place);0;2;1;0;5;0;1;4;8;16;0;2;9;3;4;0;5;3;5;2;2;2;1;8;0;3;1;9;8;17;0;0;6;0;4;3;13;6;0;0;2;2;4;2;2;3;6;1;1;0;2;5;0;2;2;1;8;1;7;0;1;2;1;9;2;1;0;0;0;5;3;2;3;0;0;0;2;2;0;0;2;1;0;1;1;1;0;0;3;0;0;0;0;4;0;0;0;6;0;0;0;256
ufficio;civil (place);5;0;11;19;21;0;16;15;21;9;2;16;9;16;3;7;1;16;39;19;8;18;10;29;31;37;13;23;28;17;30;28;22;11;37;30;22;8;21;31;29;11;46;20;9;21;29;32;9;35;16;28;19;17;35;22;26;63;18;54;68;15;26;86;17;41;7;23;23;34;18;35;46;24;38;40;83;44;23;26;16;31;45;71;15;17;26;24;6;6;22;6;7;171;28;23;19;23;6;32;72;2621
ufficio_postale;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;1;0;23
vetreria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16
villa;civil (place);42;10;27;20;4;5;11;11;22;36;0;13;51;10;9;1;14;3;2;4;1;28;35;7;30;118;39;18;43;17;51;17;52;17;29;11;17;39;25;34;10;42;439;5;27;33;28;105;16;67;29;8;78;30;75;101;74;31;115;67;78;41;48;118;75;35;72;24;12;30;63;99;37;43;28;77;80;40;86;54;85;92;23;130;27;35;34;16;50;41;32;39;23;37;23;24;58;86;29;33;55;4415
villetta;civil (place);3;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;12;1;1;7;0;0;13;2;1;1;1;0;2;1;0;0;5;3;0;4;12;2;0;9;3;27;0;1;1;0;1;1;0;1;6;3;5;0;6;1;0;0;6;8;2;2;0;0;5;1;1;0;2;7;7;6;0;1;13;3;0;4;0;12;15;3;7;0;1;2;0;1;3;3;8;10;2;2;2;279
villino;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;11;0;0;0;6;6;1;0;1;1;7;1;2;3;0;0;4;1;0;9;7;0;8;0;0;7;35;5;1;6;26;5;1;7;9;22;6;10;24;1;5;0;2;2;4;4;2;0;1;2;0;1;2;0;5;4;268
vivaio;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;3;0;0;0;2;3;3;0;1;0;1;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;2;2;1;2;46
zincheria;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Totale;;1041;338;1239;1248;878;116;1121;1181;2342;1388;385;2046;1543;764;962;530;380;1195;392;643;758;807;630;1335;983;3466;1433;1607;1670;790;1461;1008;1885;1100;2542;1692;1510;1421;1083;1430;1553;1355;2439;1038;1050;2019;1234;1949;857;1416;812;2138;984;1671;1795;2188;1916;1246;1545;2262;1471;1929;1198;2187;1550;1395;1376;1080;1138;1751;1600;2122;1464;1019;1222;1661;1877;1151;1559;1514;1570;1717;1413;1858;1395;905;1040;1157;1227;1093;838;1126;1383;2398;938;1079;1190;1814;519;1143;1437;137314
